fingerprint,card_count,example_card_id,signal_id,direction,variables,expression,qualitative_excerpt
973b09f4574e191e,1,socio_economic__low_income__small_landholding__007,sig_03,amplifies,"dist_apmc_km, dist_dairy_km",dist_apmc_km > 30 and dist_dairy_km > 20,APMC market more than 30 km away and dairy collection centre more than 20 km away together indicate that small holders face high transaction costs for both crop and livestock incom
d6505561e8f70133,1,socio_economic__low_income__small_landholding__007,sig_04,amplifies,"organization_domains, nrega_community_assets_count",('livelihoods' not in organization_domains and 'fisheries' not in organization_domains) and nrega_community_assets_count < 10,No NGO presence in livelihoods or fisheries domains combined with fewer than 10 cumulative MGNREGA community asset works indicates a weak institutional safety net and limited diver
12a018a1e54a87c0,1,socio_economic__low_income__small_landholding__008,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.4,Per-capita cropland availability below 0.4 ha per person (proxy for average household holding below ~2 ha assuming ~5 persons per household) indicates dominance of marginal and sma
4c256661000e95aa,1,socio_economic__low_income__small_landholding__008,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.15,"Mean cropping intensity at or below 1.15 across available years indicates that most cropland is harvested only once per year (single kharif season), compounding the income constrai"
4fdd16ecd747b67f,1,socio_economic__low_income__small_landholding__008,sig_03,confirms,"dist_apmc_km, dist_dairy_km",dist_apmc_km > 30 and dist_dairy_km > 20,"Village is more than 30 km from the nearest APMC and more than 20 km from the nearest dairy collection centre, indicating that small holders face both poor crop price discovery and"
c13a0222aa5d4e6e,1,socio_economic__low_income__small_landholding__008,sig_04,amplifies,"organization_domains, nrega_community_assets_count",('livelihoods' not in organization_domains and 'fisheries' not in organization_domains) and nrega_community_assets_count < 10,"No NGO presence in livelihoods or fisheries domains, combined with fewer than 10 cumulative MGNREGA community asset works, indicates weak institutional support for income diversifi"
8f69c2d58961b3ad,1,socio_economic__low_income__small_landholding__008,sig_05,confirms,landholding_size_distribution,,"If local records or field surveys indicate that more than 60–70% of operational holdings are marginal (<1 ha) or small (1–2 ha), this directly confirms the small landholding pathwa"
aeee43afbfbe743a,1,socio_economic__low_income__small_landholding__009,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,"Per-capita cropland availability below 0.2 ha per person is a strong proxy for marginal or sub-marginal average farm size, consistent with the dominance of holdings under 1 ha."
74162ff99ce5de5c,1,socio_economic__low_income__small_landholding__009,sig_02,amplifies,cropping_intensity,mean_cropping_intensity <= 1.3,"Mean cropping intensity at or below 1.3 indicates that double-cropping is not widespread, meaning small holders are not compensating for limited land area through intensification."
f3fd44e9a91bfcf1,1,socio_economic__low_income__small_landholding__009,sig_03,amplifies,dist_apmc_km,dist_apmc_km > 20,Distance to the nearest APMC market above 20 km indicates that small holders face high transaction costs and are likely dependent on local intermediaries who capture a large share 
b88c4cba0bec5678,1,socio_economic__low_income__small_landholding__009,sig_04,confirms,"dist_dairy_km, organization_domains, nrega_community_assets_count",dist_dairy_km > 15 and 'livelihoods' not in organization_domains and nrega_community_assets_count < 10,"Absence of nearby dairy infrastructure, no NGO presence in livelihoods domain, and low MGNREGA community asset creation together indicate that diversification pathways are structur"
ea61d973bb548839,1,socio_economic__low_income__small_landholding__009,sig_05,confirms,landholding_size_distribution,,"If primary data or village-level surveys show that more than 60% of operational holdings are below 1 ha (marginal category), this directly confirms the small landholding pathway as"
e8b7fff210767a83,1,socio_economic__low_income__small_landholding__010,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,"Per-capita cropland availability below 0.2 ha per person is a strong proxy for marginal or sub-marginal landholding size, consistent with the national average of ~0.15 ha per rural"
554716219b0be56d,1,socio_economic__low_income__small_landholding__010,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.3,"Mean cropping intensity at or below 1.3 in a humid alluvial plain capable of double-cropping indicates that small holders are not fully exploiting the growing season, compounding i"
9e6f8129a05767bd,1,socio_economic__low_income__small_landholding__010,sig_03,amplifies,dist_apmc_km,dist_apmc_km > 30,Distance to nearest APMC market exceeding 30 km means small holders cannot access regulated price discovery and are dependent on local intermediaries who capture a disproportionate
4ffef109620f20c8,1,socio_economic__low_income__small_landholding__010,sig_04,amplifies,"nrega_community_assets_count, organization_domains",nrega_community_assets_count < 10 and ('livelihoods' not in organization_domains and 'fisheries' not in organization_domains),Fewer than 10 cumulative MGNREGA community asset works combined with absence of NGO presence in livelihoods or fisheries domains indicates a weak safety net and limited diversifica
b6f51f1bbbf4e685,1,socio_economic__low_income__small_landholding__010,sig_05,amplifies,dist_dairy_km,dist_dairy_km > 20,"Distance to nearest dairy infrastructure exceeding 20 km limits the viability of livestock income diversification, a key supplementary livelihood for small holders in alluvial plai"
3e77795ed2f6ceec,1,socio_economic__low_income__small_landholding__011,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,Per-capita cropland availability below 0.2 ha per person (proxy for marginal/small holding dominance) in the latest available year.
761eaad84e102b65,1,socio_economic__low_income__small_landholding__011,sig_02,confirms,cropping_intensity,mean_cropping_intensity <= 1.15,"Mean cropping intensity at or below 1.15 across the available time series, indicating that small holdings are not compensating through double-cropping or intensification."
17cc9cedee6c78ef,1,socio_economic__low_income__small_landholding__011,sig_03,confirms,"dist_apmc_km, dist_dairy_km",dist_apmc_km > 30 and dist_dairy_km > 20,"APMC market more than 30 km away and nearest dairy infrastructure more than 20 km away, indicating that small holders lack both crop price discovery and livestock income diversific"
6451b8840ca5e85f,1,socio_economic__low_income__small_landholding__011,sig_04,amplifies,"nrega_community_assets_count, organization_domains",nrega_community_assets_count < 10 and 'livelihoods' not in organization_domains,"Fewer than 10 cumulative MGNREGA community asset works and no NGO presence in livelihoods domain, indicating weak safety net and diversification support infrastructure."
058e59f7f04d90d4,1,socio_economic__low_income__small_landholding__011,sig_05,confirms,landholding_size_distribution,,"If local data or field observation confirms that more than 70% of operational holdings are below 1 ha (marginal) or 1-2 ha (small), this directly confirms the small landholding pat"
bb5322d9c0608ac7,1,socio_economic__low_income__small_landholding__012,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,"Per-capita cropland availability below 0.2 ha/person is a strong proxy for marginal or sub-marginal landholding size, consistent with the national average of ~0.38 ha/household dec"
efcd5b5731afdc34,1,socio_economic__low_income__small_landholding__012,sig_02,amplifies,cropping_intensity,mean_cropping_intensity <= 1.15,"Mean cropping intensity at or below 1.15 indicates that small holders are not compensating for limited land area through double-cropping or multi-season cultivation, compounding th"
0da63ee530087d93,1,socio_economic__low_income__small_landholding__012,sig_03,amplifies,dist_apmc_km,dist_apmc_km > 30,"Distance to nearest APMC market exceeding 30 km in hilly terrain effectively isolates small holders from price discovery mechanisms, forcing dependence on intermediaries who captur"
b139f4e607167210,1,socio_economic__low_income__small_landholding__012,sig_04,amplifies,"organization_domains, nrega_community_assets_count",('livelihoods' not in organization_domains and 'fisheries' not in organization_domains) and nrega_community_assets_count < 10,"Absence of NGO presence in livelihoods or fisheries domains combined with low MGNREGA community asset creation indicates weak institutional support for income diversification, leav"
00416736fe328103,1,socio_economic__low_income__small_landholding__012,sig_05,confirms,landholding_size_distribution,,"If local records or field surveys indicate that more than 60% of households operate holdings below 1 ha (marginal category), this directly confirms the small landholding pathway. I"
f0bac7d56b65f154,1,socio_economic__low_income__small_landholding__013,sig_01,confirms,"lulc_cropland_ha, village_total_population",(lulc_cropland_ha[-1] / (village_total_population + 1e-9)) < 0.2,"Per-capita cropland availability below 0.2 ha per person indicates severe land constraint; in hilly NE India where average household size is ~4-5, this implies holdings well below "
f6b6fca5507e8ee2,1,socio_economic__low_income__small_landholding__013,sig_02,confirms,"mean_cropping_intensity, cropping_intensity",mean_cropping_intensity <= 1.15 and trend_cropping_intensity <= 0.0,"Mean cropping intensity at or below 1.15 with a flat or declining trend indicates that small holders are not compensating for land scarcity through intensification, compounding the"
dc146392c6cc1ce0,1,socio_economic__low_income__small_landholding__013,sig_03,confirms,"dist_apmc_km, dist_dairy_km",dist_apmc_km > 50 and dist_dairy_km > 30,APMC more than 50 km away and dairy infrastructure more than 30 km away together indicate that small holders lack both crop price discovery and livestock income diversification pat
